

<++++Let's have some FUN++++>
P00015731A0090|72 85|acetazolamide
P10702794A1495|35 37|as
P10702389A1148|23 32|p130 gene
P10702285A0855|243 253|G(q)/Q209L
P10702285A0855|265 270|GLUT4
P10702253A0357|77 101|human HIF-1alpha subunit
P10701534A0164|81 82|a
P10698974A0951|267 297|Williams-Beuren syndrome (WBS)
P10698974A0951|19 35|human STAG3 gene
P10696007A1325|32 34|C2
P10694511A0570|85 88|mid
P10694511A0570|42 53|mid1 mutant
P10694210A0385|217 219|in
P10693246A0252|59 63|with
P10693246A0252|180 182|in
P10692433A0000|56 59|G(1
P10692374A1873|64 88|archaeal 20S proteasomes
P10692167A0364|14 15|a
P10691972T0000|50 86|human multidrug resistance protein 2
P10690866A0783|27 29|by
P10690866A0783|46 48|in
P10688666A1010|52 54|in
P10688663A0207|94 106|core histone
P10688661A0237|193 214|neuron-specific genes
P10688661A0237|34 38|NRSF
P10687945A0000|41 43|in
P10687945A0000|56 58|to
P10687855A1197|44 46|in
P10687855A1197|47 50|pre
P10687366A0000|94 95|e
P10684967A0000|26 29|NK2
P10684941A0722|42 43|a
P10684646A0224|15 16|a
P10684265T0000|107 136|ubiquitin-homologous proteins
P10684111A1411|101 104|p42
P10683244A1860|56 69|NBF1+R region
P10683244A0939|17 31|NBF1+R protein
P10682570A0453|33 35|at
P10681588A0899b|106 137|activating transcription factor
P10681588A0899b|139 145|ATF)-4
P10681588A0899a|17 33|nuclear proteins
P10681588A0899a|288 304|nuclear factor Y
P10681588A0899a|150 185|CCAAT enhancer-binding protein beta
P10681562A0263|134 143|wild-type
P10681520A0525|36 37|v
P10679065A1217|79 97|CAT) reporter gene
P10679065A0711|140 188|MAPK-activated protein kinase-2 immune complexes
P10679065A0711|40 71|MAPK-activated protein kinase-2
P10678144A0509|8 9|v
P10677214A1045|14 18|MutT
P10675154T0000|29 34|toxin
P10674484A0633|101 104|not
P10674395A0262|188 217|cGMP-dependent protein kinase
P10673426A0168|13 22|R) domain
P10671606A0884|131 133|in
P10671606A0884|67 70|out
P10671520T0000|94 128|human T-cell leukemia virus type I
P10671519A0641|179 210|lamina-associated polypeptide 2
P10669751T0000|9 41|mitogen-activated protein kinase
P10669633A0391|135 140|THP-1
P10669596A0430|149 171|ATP-dependent nuclease
P10669594A0969|78 80|or
P10669594A0000|13 32|Salmonella fimbrins
P10669594A0000|86 91|SEF17
P10669319A1722|86 88|in
P10668701A1311|24 28|APOE
P10666222A0330|28 48|murine survivin cDNA
P10665949A1131|87 88|a
P10664876A0000|219 220|e
P10663558T0000|128 142|Ig heavy chain
P10662550A0679|90 92|in
P10662550A0679|93 96|ATR
P10660676A0000|32 33|a
P10660676A0000|10 17|cyclops
P10660604A0748|9 16|CARbeta
P10660304A0522|19 22|Tyk
P10660304A0522|15 18|JAK
P10657899A0685|142 144|in
P10657658A0165|168 183|ICAM-1 promoter
P10654032A1133|19 21|in
P10654032A1133|22 23|a
P10653550A1120|125 127|in
P10653400A0000|62 65|not
P10653400A0000|80 82|in
P10653359A1297|0 5|Scmh1
P10652800A0984|32 35|not
P10652324A0177|27 29|in
P10652228A0759|28 51|c-Jun N-terminal kinase
P10652102A0620|35 49|wild-type Fus3
P10652093A0139|77 78|a
P10652093A0139|143 162|double-stranded DNA
P10651805T0000|20 21|a
P10649456A1061|52 54|in
P10649449A0413|88 89|a
P10648619A0000|255 267|low promoter
P10648489A1117|19 21|to
P10647817T0000|28 86|gibbon and monkey platelet and T cell activation antigen 1
P10645921A0000|69 73|with
P10645921A0000|44 45|a
P10644760A0956|83 84|a
P10644760A0000|78 80|by
P10644753A0725|123 126|not
P10644414T0000|39 41|by
P10643313A0345|8 9|v
P10642889A0393|83 86|not
P10642524A0156|58 60|at
P10640734A0190|111 148|SH2-containing tyrosine phosphatase-1
P10640701T0000|4 8|Pax2
P10640683A0670|341 345|NDRF
P10640683A0670|346 353|NeuroD2
P10640683A0204|0 4|NDRF
P10640683A0204|5 12|NeuroD2
P10637238A0291|61 63|to
P10637230A0332|93 95|in
P10634007A0202|12 13|a
P10633499A1306|45 47|as
P10633075A1111|15 38|anti-GalT Fab fragments
P10630630A0614|23 24|a
P10630630A0614|90 98|CFI mRNA
P10629176A0887|88 92|FBP1
P10629176A0887|74 97|S. cerevisiae FBP1 gene
P10629035A0827|69 85|G-rich strand (G
P10628971A1165|294 295|a
P10628971A1165|118 119|a
P10628971A1165|296 350|synaptojanin-like inositol polyphosphate 5-phosphatase
P10628971A0824|114 144|vacuolar protein sorting genes
P10628755A0000|155 158|GHS
P10628750T0000|23 37|nuclear factor
P10628750A0298|182 187|Rel A
P10628750A0298|126 161|heterodimeric nuclear factor-kappaB
P10628748A0344|68 81|inhibin alpha
P10627532A0739|169 203|cellular transcription factor ATF2
P10627532A0739|89 101|MAP) kinases
P10623758A0947|165 167|at
P10622576A0552|156 158|IV
P10620335A0749|0 2|We
P10617126A1005|149 151|in
P10613816X0000|104 105|a
P10612505A1317|9 10|a
P10612044A1180|162 166|rpL8
P10612044A1180|158 161|Aal
P10611320A0816|0 24|Saccharomyces cerevisiae
P10611235A1927|139 144|Ste5p
P10611228A1388|4 8|DAP5
P10611228A1388|54 57|p97
P10610716A1127|80 82|in
P10608053A0923|187 189|lt
P10607900T0000|0 15|Sak kinase gene
P10606664A0000|122 124|in
P10606515A0389|59 94|beta-retinoic acid receptor element
P10606272A1241|140 142|in
P10606245A0906|147 155|OC box I
P10604945A0731|117 120|not
P10604583T0000|49 50|a
P10603349A1667|25 29|Wnt1
P10602516A0182|89 92|NAP
P10602516A0182|59 85|nuclear associated protein
P10602502A0422|9 12|Tob
P10601410A0977|46 49|for
P10601410A0977|55 57|in
P10601344A1653|119 123|IL2R
P10601335A0892|50 52|in
P10601335A0892|18 31|mannosidase I
P10601290A0742|79 96|wild-type peptide
P10601280A0674|70 73|ST3
P10599727A1567|95 97|in
P10598101A0000|124 140|22 kDa zein gene
P10597223A0339|209 219|Sp1-family
P10596955A1032|44 54|troponin I
P10594130A0652|4 7|out
P10594130A0652|11 14|ten
P10593950A1113|57 59|as
P10593939A0747|203 212|SR family
P10592791T0001|31 34|for
P10591933A0798|48 50|to
P10591933A0798|156 157|a
P10591933A0798|137 139|be
P10589562A1208|69 71|BB
P10589562A1208|11 12|a
P10588946A0432|37 58|OSBP-related proteins
P10587576A0596|12 14|or
P10586626A0607|69 71|we
P10585491A0945|344 345|e
P10585491A0945|65 97|wild-type AtpC promoter sequence
P10585491A0945|154 158|AtpC
P10585480A0265|54 61|vinexin
P10585480A0157|53 54|a
P10585463A0859|46 48|in
P10585440A0204|77 79|to
P10585440A0204|17 18|a
P10585440A0204|19 56|Drosophila melanogaster FAK homologue
P10585417A1412|28 30|in
P10585417A1412|121 130|long PRLr
P10585311A0494|50 52|in
P10582831T0000|69 71|in
P10579722T0000|19 41|myosin-binding subunit
P10578528A0730|62 64|as
P10578528A0730|35 36|a
P10576545A0926|66 90|murine D1A gene promoter
P10576177A0308|100 102|or
P10575642T0000|27 31|with
P10574992A0901|64 66|in
P10574992A0901|67 78|PARP enzyme
P10574982A1075|71 83|USF-1 and -2
P10574929A0583|40 61|47-kDa P-CIP2 protein
P10574913A1108|25 46|GRK-mediated receptor
P10573781A0631|127 129|be
P10572131A0000|79 81|by
P10572087A0326|43 73|Fanconi anemia group C protein
P10570996A1213|150 171|TK class II receptors
P10568744A0728|64 84|alpha-specific genes
P10567538A1028|17 34|acetyltransferase
P10567538A1028|145 163|E1A-binding region
P10567430A0785|33 57|bovine brain Galpha(q/11
P10566862A0000|62 64|by
P10564939A0981|39 41|in
P10564593A1618|148 150|be
P10564479A0384|87 89|as
P10564474T0000|0 4|PhoP
P10564280A0140|179 189|68-kDa Src
P10563789A1951|30 42|F beta alpha
P10563212A0514|101 103|to
P10562456T0000|79 81|in
P10561153A0225|107 109|to
P10561153A0225|0 2|We
P10561095A2141|124 125|a
P10559364A0846|178 213|single-stranded DNA binding protein
P10559207A0207|46 56|APS kinase
P10557072A0418|134 153|carboxy-terminal (C
P10557008T0000|55 57|in
P10556145A1034|67 70|Psa
P10556089A0901|233 245|human CUG-bp
P10556063A0092|48 50|to
P10556046A0328|22 24|an
P10556046A0328|43 47|ALK2
P10556033A0000|143 144|a
P10556033A0000|120 138|DNA-binding domain
P10555285A1065|134 135|a
P10555285A1065|212 214|as
P10555285A1065|93 97|FUT6
P10555285A1065|88 92|FUT5
P10555079A0254|13 14|a
P10553959A0812|25 26|a
P10553551A0000|24 25|a
P10551879T0000|0 35|Cyclic AMP-dependent protein kinase
P10551816A0162|22 24|to
P10551816A0162|0 12|Human LTBP-1
P10550574A1038|113 115|or
P10549354A1782|266 275|Conductin
P10548622A0906|68 70|in
P10548622A0906|90 91|v
P10548434A1549|74 87|retinoic acid
P10545281A0836|130 133|bop
P10545248A0567|106 112|Tinman
P10545192T0000|67 74|C-raf-1
P10544113A0293|0 8|EIAV LTR
P10544089A1208|189 201|HIRES(MP,75)
P10544089A1208|47 58|I(2) sgRNAs
P10544037A0617|73 75|as
P10543730A0000|45 68|cyclin-dependent kinase
P10543730A0000|30 36|Srb11p
P10543728A0358|22 29|cHa-ras
P10543727A0282|116 119|rel
P10542249A0415|144 147|EBP
P10542249A0415|111 140|CAAT enhancer-binding protein
P10542237A0357|160 162|as
P10541865A1301|139 141|in
P10541550A0487|48 49|a
P10541550A0487|50 72|440-bp chorion element
P10540292A1179|162 164|in
P10540292A1179|129 132|spv
P10536788A0931|100 102|in
P10536369A1280|57 59|in
P10536125A0093|82 83|a
P10534691A0542|13 16|put
P10534402A0659|45 46|a
P10534402A0126|40 41|a
P10533066A1197|61 63|to
P10533066A0758|0 4|TSC1
P10531360A0958|44 46|an
P10531342A1111|66 70|ppg1
P10531342A0348|156 160|psa2
P10531334A0525|56 60|S19A
P10529198A0068|92 95|GRF
P10528035A1102|103 105|vs
P10526670A1828|24 33|caspase-1
P10525413A1408|107 113|proton
P10524258T0000|57 69|FGFR-1) gene
P10523319A0209|5 7|we
P10521509A0000|108 145|G protein gamma subunit-like) domains
P10521509A0000|181 203|mammalian RGS proteins
P10521450A0437|87 95|Lyn(-/-)
P10521447A1190|31 35|AML3
P10518956A0137|188 206|hepatic deiodinase
P10518822A1037|142 146|CCR3
P10518822A1037|142 155|CCR3 receptor
P10518502T0000|0 3|nos
P10518502T0000|10 13|nos
P10518496A0952|15 20|vHnf1
P10517675A0809|133 173|cyclin-dependent kinase inhibitor family
P10517675A0809|63 70|p21WAF1
P10517672A1417|40 62|alpha1-globin promoter
P10517672A1417|100 128|CCAAT transcription factor 1
P10517666A1069|80 82|at
P10516878T0000|83 85|an
P10516011A0471|125 128|pAP
P10512882A0137|12 13|a
P10512857A0000|3 6|Wnt
P10512699T0000|170 172|co
P10512699A0364|69 96|selenoprotein-encoding mRNA
P10511554T0000|72 100|Caenorhabditis elegans cdf-1
P10510295A0606|148 152|GLK1
P10509768A1118|65 67|in
P10508522A1598|38 39|a
P10506143A0610|224 250|small GTP binding proteins
P10503812A1450|166 167|a
P10503812A1450|163 165|as
P10502402A0533|105 115|TRAIL gene
P10502402A0129|60 62|by
P10502402A0129|47 49|be
P10502216A0289|24 26|to
P10501965A0879|80 99|ribosomal s6 kinase
P10501034A0839|213 215|in
P10498706A1219|98 100|as
P10498616A1280|0 15|Mammalian M-Ras
P10497800A0000|23 25|al
P10497199A0559|107 108|e
P10497199A0559|114 173|chicken ovalbumin upstream promoter-transcription factor II
P10496553A1004|17 19|in
P10496388A1956b|59 60|a
P10496388A1956a|59 60|a
P10493876A0000|453 460|G13-A14
P10493876A0000|461 464|A15
P10493575T0000|116 144|C-terminal regulatory domain
P10492127A0914|113 114|a
P10491187T0000|106 107|a
P10491187T0000|165 169|ptsH
P10490955T0000|87 119|mitogen-activated protein kinase
P10490843A0159|13 14|a
P10490826T0000|88 91|t(1
P10490826T0000|147 151|Pbx1
P10490816A0000|36 62|a receptor tyrosine kinase
P10490639A0000|45 76|cyclin-dependent protein kinase
P10489822T0000|64 65|a
P10488875A0000|109 112|can
P10488148T0000|93 94|a
P10488148T0000|0 14|ERK MAP kinase
P10488148A0111|49 59|HIV-1 gene
P10488147A1176|118 122|CCR3
P10488088T0000|0 28|Insulin-like growth factor-I
P10488087A0340|33 39|TBE) 1
P10488087A0340|12 31|TTF-1-binding sites
P10487953A0765|103 105|at
P10487921A0132|0 4|ATF1
P10487762A0252|9 11|an
P10487760A0336|99 104|MEF2D
P10487760A0336|52 53|a
P10487759A0630|138 139|a
P10487759A0630|140 175|Xbra2 promoter-driven reporter gene
P10487217A0735|4 7|C2C
P10485470A0242|99 103|Cip1
P10485353T0000|145 146|a
P10484818A0292|37 39|by
P10484695A0791|36 37|a
P10483124T0000|129 131|Ds
P10483124T0000|58 65|CIC5F11
P10482620A1009|168 170|be
P10482516A1158|142 144|an
P10482516A1158|154 156|in
P10479025A0528|66 68|we
P10478844A1604|34 54|CREB-binding protein
P10478275A1230|40 41|a
P10477748A1076|43 45|to
P10477599T0000|53 65|lymphotactin
P10476970A0542|150 175|heterotrimeric G-proteins
P10474898A0629|195 196|a
P10474898A0629|78 81|REP
P10473623A0081|30 68|transforming growth factor-beta member
P10471746A1102|104 106|to
P10471746A1102|116 124|Myogenin
P10471721A0141|126 128|as
P10470220A1011|72 73|a
P10470220A1011|139 140|a
P10469656T0000|152 165|HMG-14 kinase
P10469140A0336|142 190|chloramphenicol acetyl transferase reporter gene
P10469140A0336|45 65|NF-kappaB-like sites
P10467403A0000|8 36|Nerve Growth Factor receptor
P10467004A0683|88 92|IBS2
P10467004A0683|65 69|EBS1
P10467004A0116|50 53|can
P10466825T0000|59 61|in
P10464310A0218|45 71|fibroblast growth factor-2
P10464291A0597|62 98|CCAAT/enhancer-binding protein delta
P10455189A0427|66 68|in
P10455189A0427|69 70|a
P10455189A0104|38 39|a
P10455183A0930|202 222|human U6 snRNA genes
P10454570A0846|29 61|mitogen-activated protein kinase
P10454568A0815|144 167|epidermal growth factor
P10454557A0000|228 237|HML locus
P10454550A0960|107 118|Snf1 kinase
P10454540A0392|54 56|or
P10454533A0859|147 148|a
P10453371A0640|66 67|z
P10453006A0478|33 44|human genes
P10453006A0000|200 228|beta subunits of proteasomes
P10449072A0560|72 74|in
P10448440T0020|36 38|in
P10448095A0865|158 160|an
P10448095A0865|47 50|EBP
P10448036A0748|30 49|full-length 5 S RNA
P10447597A1004|30 41|H-N-H motif
P10447593A0144|127 150|bacterial sigma factors
P10446998A0375|119 121|or
P10446833T0000|42 44|in
P10446131A0132|0 12|PDGF A-chain
P10444813A0448|70 82|interferon-a
P10443990A0000|65 67|be
P10443990A0000|62 64|to
P10441506A0098|316 319|HR1
P10441506A0098|181 184|HR1
P10441506A0098|275 283|D region
P10441506A0098|140 169|leucine-zipper like sequences
P10441243A0443|46 48|AN
P10440923A0684|213 238|cyclin A-dependent kinase
P10438941A1197|40 42|in
P10438924T0000|47 64|protein kinase B)
P10438627A0885|155 164|tRNA(Asp)
P10438593A0000|4 39|human immunodeficiency virus type-1
P10437043A0164|29 33|with
P10436016A0337|19 21|co
P10433970A0279|22 24|in
P10430944A1298|20 23|JAK
P10430886A0838|112 131|wild-type activator
P10430421T0000|0 4|APOE
P10429946A0473|37 53|V) collagen gene
P10429740A0000|45 47|to
P10429184A0000|14 15|a
P10428862A0834|38 62|DokR-specific antibodies
P10428811A1067|59 61|in
P10428811A1067|0 3|Cat
P10428811A1067|77 98|focal adhesion kinase
P10428294A0227|30 33|not
P10428294A0227|55 57|in
P10428294A0227|26 29|did
P10427654A0000|202 204|to
P10423292A0782|131 132|a
P10423292A0782|138 161|cAMP-responsive element
P10423193A1309|76 79|can
P10419521A0136|69 86|RNA polymerase II
P10414451A0093|169 195|anticardiolipin antibodies
P10413676A0595|175 196|FAK C-terminal domain
P10413662A0193|100 101|a
P10413604A0063|32 54|cAMP-dependent kinases
P10411140A0499|50 57|RNase E
P10411139A0887|67 83|wild-type Prp44p
P10409755A1846|12 17|Ca(2+
P10409741A0382|124 131|cdc20-1
P10409699A0292|92 137|yeast oligosaccharide-processing mannosidases
P10409656A1016|28 30|in
P10407985A0574|40 43|c.)
P10407269A0000b|135 137|as
P10407269A0000a|52 57|cdc18
P10407184A0149|93 95|be
P10406466A0000|46 47|e
P10406466A0000|77 99|retinoic acid receptor
P10406466A0000|27 44|nuclear receptors
P10406464A0687|156 157|a
P10406464A0687|13 21|mTRAP100
P10406462A1127|55 57|in
P10406462A1127|30 32|an
P10406462A1127|93 96|OR1
P10406459A0000|140 179|cAMP-responsive element-binding protein
P10406047A1244|13 15|to
P10405635A0374|38 58|full-length promoter
P10403839A0140|98 100|we
P10403839A0140|32 43|human BMAL1
P10402467T0000|82 118|urokinase-type plasminogen activator
P10400785A0912|71 76|CRM 1
P10400785A0912|148 154|Nup214
P10396793A0815|26 28|up
P10396793A0815|64 66|if
P10395827A1297|69 72|ten
P10395199A0792|125 145|anti-Ras mAb Y13-259
P10394900A1166|115 133|CaMV) 35S promoter
P10393969A0000|42 64|herpes simplex virus 1
P10393422A0476|39 40|a
P10393251T0000|92 93|a
P10393251A0283|19 21|an
P10393201A0654|78 92|DNA ligase III
P10393192A0792|26 29|can
P10392903A0000|4 36|bovine papillomavirus E2 protein
P10392900A1020|145 162|RNA polymerase II
P10392710A1000|26 27|a
P10392669A0935|663 664|e
P10392669A0935|434 435|e
P10392669A0935|382 403|histamine H2 receptor
P10391903T0000|12 65|pleckstrin homology domain-containing adapter protein
P10391075A0000|114 115|a
P10391075A0000|0 2|We
P10385915A1341|45 49|MITF
P10385395A0000|140 142|an
P10385395A0000|30 43|HDL) receptor
P10385384A0654|44 46|an
P10384129A0000|100 104|CD8+
P10383764A1809|282 283|a
P10381570A1355|95 96|a
P10381570A1355|117 120|ftz
P10381377T0000|21 62|rat SH2-containing inositol phosphatase 2
P10381257A0000|51 52|a
P10380890A0619|99 101|by
P10380890A0619|52 54|as
P10380878A0542|34 35|a
P10380878A0542|85 86|a
P10380232A0000|128 131|CPM
P10380232A0000|144 158|5-HT3 receptor
P10379899A0446|158 159|e
P10378989A0000|154 156|in
P10377438A0647|0 2|We
P10377438A0647|13 22|a protein
P10376991A0977|7 10|not
P10376877A0611|150 167|C-terminal region
P10376874A0759|106 111|eRF3C
P10375718A0000|0 30|Basic fibroblast growth factor
P10375638A0859|129 131|in
P10375638A0859|132 134|an
P10374632A0897|16 19|pre
P10373507A0680|88 122|SRF-dependent skeletal alpha-actin
P10373507A0680|124 143|cardiac alpha-actin
P10373029A0204|79 81|in
P10371097A0963|26 27|a
P10369926A0251|79 88|human IL8
P10369775A0178|71 79|human ER
P10367385A0000|75 77|in
P10367385A0000|45 48|for
P10367240A1354|172 174|in
P10366559A0605|30 32|to
P10366559A0605|79 81|to
P10366503A1506|54 73|gp20 portal peptide
P10366503A0812|139 141|co
P10366446A0893|2 13|coiled-coil
P10364523T0000|80 82|to
P10364523A0826|131 133|in
P10364523A0826|20 22|we
P10364319A0109|37 46|EBNA mRNA
P10364314A0919|85 88|NS2
P10364202A0646|162 181|DBP fusion proteins
P10364159A0813|108 110|in
P10364159A0813|42 46|FRAP
P10362897A0545|53 55|in
P10362652A1456|26 29|not
P10361038A0281|71 94|ribosomal protein genes
P10360839A1338|13 15|we
P10360454A0916|23 24|a
P10359792A0610|37 39|in
P10359792A0610|40 44|Rpd3
P10359663A0425|108 123|simian virus 40
P10359663A0425|247 255|SV40-CAT
P10359603A0430|16 18|to
P10359603A0430|44 50|Vps45p
P10358080T0000|14 37|human heat shock factor
P10358080A1114|253 265|HSF1 monomer
P10358075A0984|141 155|IGF-1 receptor
P10358031A0303|78 79|a
P10357751A0866|299 300|z
P10357751A0866|57 58|z
P10357751A0866|352 354|an
P10355910A0369|21 23|up
P10350638A0000|57 58|a
P10350484A0346|158 160|in
P10350454A0000|100 112|guanine (G.A
P10349084T0000|82 97|immune globulin
P10347220A1477|100 121|RNA 5'-triphosphatase
P10347203A0832|168 170|in
P10347197A0502|82 84|co
P10347144A0516|73 75|an
P10344736A0796|80 87|p21Cip1
P10342829A0236|111 122|human GnRHR
P10341219A0481|13 26|heparin lyase
P10340883A1266|67 69|IV
P10339566A0602|27 29|as
P10339566A0602|92 97|Nud1p
P10339552A0361|109 112|pre
P10336495A0547|71 72|a
P10334888A0960|78 80|in
P10333481A1102|39 52|UCP2 promoter
P10331875A0523|137 140|for
P10331875A0523|126 128|as
P10331276A0298|30 31|a
P10330396A0387|159 162|Can
P10330396A0387|4 11|RanQ69L
P10330168A0135|57 80|cyclin-dependent kinase
P10330168A0135|138 143|Dbf4p
P10329625A0715|101 104|Id3
P10329574A1733|0 18|O. novo-ulmi RNA-7
P10329566A0610|114 133|tRNA-like structure
P10326856T0000|7 9|to
P10326654A0351|195 197|in
P10326221A0531|20 22|in
P10325413A1211|167 168|a
P10323863A0852|13 15|we
P10323463T0000b|120 122|to
P10323463T0000a|120 122|to
P10321158T0000|54 58|cast
P10320579A1831|115 117|by
P10320480A0451|114 136|E. coli RNA polymerase
P10320177A0487|201 202|v
P10318918A0824|72 73|a
P10318918A0824|50 68|SH3-binding region
P10318900A0637|103 106|8H2
P10318859A0535|5 7|we
P10318806A0918|207 251|Src homology 2 domain-containing phosphatase
P10318806A0476|22 24|we
P10318806A0000|101 134|stress-activated protein kinase-1
P10318806A0000|15 40|mitogen activated protein
P10271171A0458|87 89|to
P10271171A0458|90 92|an
P10271171A0458|70 72|an
P10233946A0000|276 302|cellular Rex-like proteins
P10233946A0000|110 132|Rex-responsive element
P10233147A0218|142 171|cAMP-dependent protein kinase
P10233147A0218|114 120|Ste20p
P10232600T0000|0 25|Prostate-specific antigen
P10231513T0000|81 83|in
P10231454A0731|86 88|dl
P10231454A0731|116 118|dl
P10229682A1151|128 168|interleukin-6-binding-site-like sequence
P10229668A0560|49 53|Cln3
P10229668A0560|2 9|cdc33-1
P10228795A0842|100 102|in
P10228009A0600|43 48|IEC-6
P10226838A1011|49 51|to
P10226838A1011|73 76|not
P10226838A1011|69 72|did
P10225945A0436|25 29|MAD2
P10224293A2021|51 52|a
P10223498A0479|71 73|an
P10221820A0902|122 123|a
P10219091A0246|37 41|CTL1
P10219091A0246|43 82|capping enzyme RNAtriphosphatase-like 1
P10218357A0486|102 106|cuff
P10218200A0534|61 101|recombinant tissue plasminogen activator
P10216161A1530|199 200|a
P10216052A1682|230 232|in
P10216052A1682|71 73|be
P10216052A1682|132 133|a
P10216052A0105|219 221|to
P10216052A0105|146 148|to
P10215850A0754|55 71|human TrxR2 gene
P10212969A0470|43 45|be
P10212969A0470|63 65|or
P10212426A1067|141 143|in
P10212426A1067|130 131|f
P10212332T0000|19 21|in
P10212284A0000|28 38|TGF)-beta1
P10212278A0387|112 143|c-Jun N-terminal protein kinase
P10212278A0387|178 210|mitogen-activated protein kinase
P10211422T0000|19 21|as
P10211329A0457|48 61|serum CA 19-9
P10209119A0594|236 238|in
P10209119A0076|78 101|F-box/WD-repeat protein
P10209119A0076|170 193|cyclin-dependent kinase
P10209119A0076|102 107|Cdc4p
P10209119A0076|117 125|SCFCdc4p
P10209031A0832|195 204|zeta ITAM
P10208865A1246|21 23|to
P10207115A0389|73 74|a
P10207092A0924|55 74|double-stranded DNA
P10207092A0924|55 99|double-stranded DNA-activated protein kinase
P10207049A1001|58 81|Gac1 regulatory subunit
P10207049A0693|4 8|GAC1
P10207041A0065|159 183|cyclin-dependent kinases
P10205176A0704|32 50|DNA-binding domain
P10205176A0000|24 27|can
P10205176A0000|0 17|Nuclear receptors
P10202006A0546|65 89|Staphylococcal protein A
P10199539A1353|76 77|a
P10198003A1505|12 40|lacZ transcriptional fusions
P10197985A0145|122 126|5'ss
P10196316A0715|53 54|a
P10195690A0000|4 47|peroxisome proliferator-activated receptors
P10194225A1132|28 31|not
P10192638T0000|32 33|a
P10192432A0214|162 163|a
P10190324A0000|0 2|We
P10184191T0045|7 8|v
P10153759A0360|8 11|not
P10132730T0000|58 60|in
P10103057A0251|58 59|a
P10103002A0705|156 157|a
P10102136A0220|63 65|in
P10102136A0220|0 2|We
P10102136A0220|40 42|in
P10101198A0946|145 146|a
P10101198A0632|75 92|N-terminal region
P10100605A0392|117 119|to
P10099576A0666|128 130|to
P10099576A0666|33 35|to
P10098744A0630|36 38|in
P10096573A0207|80 108|NF)-kappaB consensus element
P10096573A0207|64 78|nuclear factor
P10095059A1003|49 75|wild-type HIV-1 transcript
P10094701A0000|117 119|up
P10094396A0000|42 72|protein kinase casein kinase 2
P10092856A0798|23 25|in
P10092856A0798|76 108|yeast triose phosphate isomerase
P10092847A0455|143 149|I gene
P10091619A0104|74 76|in
P10090146T0000|96 111|R-FABP promoter
P10087993A1352|113 145|beta globin gene flanking region
P10086725A0000|55 102|zinc-finger DNA-binding transcription activator
P10085140A1004|55 57|in
P10082573A1015|115 132|human globin gene
P10082554T0000|22 54|c-myc promoter binding protein 1
P10082137A0262|168 194|alpha1(I) procollagen mRNA
P10082137A0262|71 98|interferon regulated factor
P10080901A0271|124 144|ribosomal protein L9
P10080436T0000|87 91|with
P10079173A0000|48 79|RNP-type RNA recognition motifs
P10077188A1172|160 162|by
P10077188A1172|19 38|helicase-like genes
P10076007A0656|34 49|casein kinase 2
P10075415A1178|80 82|ru
P10074921A1169|82 84|wt
P10073940A0335|39 47|Wingless
P10072205A0167|97 99|we
P10071212A0399|19 21|as
P10070158A0573|99 101|to
P10068834A0713|49 50|a
P10068674A0644|19 21|an
P10068418A1194|123 125|be
P10068418A1194|12 14|in
P10068040A0136|0 2|We
P10066815T0000|26 49|inositol 5'-phosphatase
P10066815T0000|118 130|FcgammaRIIb1
P10066790A0497|244 248|ARP2
P10059496T0000|30 32|in
P10053852T0000|11 13|in
P10052878A0135|20 22|up
P10051030A1080|37 39|in
P10050883A0967|48 51|not
P10049912T0000|26 28|as
P10049359A1073|58 60|to
P10049357A0608|31 32|a
P10044519T0000|15 17|in
P10044519T0000|34 36|by
P10041728T0000|22 24|as
P10037774A0366|82 84|in
P10037681A0494|101 111|human PLD1
P10037004A0000|77 79|in
P10036191A0000|193 213|tissue-specific gene
P10036181A0603|58 63|GPR34
P10034615T0000|85 87|Ni
P10031854T0000|23 26|for
P10029917A0366|87 89|to
P10027904A0768|21 23|at
P10026784A2166|132 151|POU-specific domain
P10026229A0950|56 60|Pbx1
P10026211A0543|34 37|EBP
P10026211A0136|95 125|CCAAT/enhancer-binding protein
P10026146A0680|153 189|type I cAMP-dependent protein kinase
P10025506A0079|17 49|tissue-specific plastin isoforms
P10025050A1052|19 41|H2-receptor antagonist
P10024882A0541|58 81|carboxy-terminal domain
P10024383T0000|129 132|twy
P10022921A0608|59 65|pst1(+
P10022905A0446|68 70|be
P10022867A1069b|118 120|as
P10022867A1069a|118 120|as
P10022858A0985|94 95|a
P10021350A0093|124 143|LEF family proteins
P10021350A0093|217 225|Wingless
P10021350A0093|53 62|Armadillo
P10021333A0674|72 73|a
P10021333A0674|44 46|in
P10019841T0000|16 18|to
P10007564T0000|59 60|a
P10007469T0000|39 41|in
P09994942T0000|16 18|in
P09994942T0000|19 23|ABF4
P09990060A0937|32 52|CREB binding protein
P09990057T0000|90 134|Ig heavy chain intronic enhancer core region
P09989334A0964|0 2|It
P09988682T0033|21 31|human cDNA
P09987634A1265|19 21|at
P09987176A0260|85 87|up
P09986796A1761|26 39|C terminal 11
P09982923T0000|24 25|a
P09980944T0000|69 72|NQR
P09976626T0000|78 79|a
P09974642T0000|57 59|by
P09973607A0254|68 73|Sp100
P09973607A0254|162 167|Sp100
P09973351A1522|23 27|DcuS
P09971790A0856|32 57|endonuclease and helicase
P09971776A0838|162 191|AP-recruiting dileucine motif
P09965909T0000|16 18|to
